seed=1
rau theta phi
1 1.860968 5.517551
1 2.428422 6.231039
1 2.959139 3.232223
1 1.599649 5.838897
1 2.603287 3.560709
1 1.704604 3.786828
1 1.777653 2.843017
1 1.475613 5.254245
1 2.308348 4.202777
1 1.915359 0.499566
1 0.571698 1.865021
1 1.152346 4.878228
1 2.156503 5.371545
1 2.360033 2.745687
1 1.444440 3.049843
1 1.541587 0.478243
1 0.559029 1.639635
1 1.072320 5.582493
1 2.460623 4.437135
1 1.995866 6.085122
1 2.784607 1.235285
1 0.918772 1.797205
1 1.128593 2.358847
1 1.318988 4.518471
1 2.024474 3.374141
1 1.644886 3.434404
1 1.664137 4.697149
1 2.088803 3.044000
1 1.539727 2.808363
1 1.464526 0.876901
1 0.765734 4.012017
1 1.851534 5.113524
1 2.249373 1.596598
1 1.056655 4.818783
1 2.133963 5.316067
1 2.335269 0.250964
1 0.402420 1.927876
1 1.174138 5.714669
1 2.530525 1.676883
1 1.085770 3.294802
1 1.619584 2.021904
1 1.206376 2.678215
1 1.422758 0.017858
1 0.106674 4.827024
1 2.137068 5.591606
1 2.465244 0.527897
1 0.588156 0.503879
1 0.574231 5.237319
1 2.301093 2.474026
1 1.356671 5.121205
1 2.252517 5.022815
1 2.212813 3.851742
1 1.798815 0.567842
1 0.610694 5.843107
1 2.605907 5.195671
1 2.283436 6.220333
1 2.941226 5.507868
1 2.423723 0.562309
1 0.607616 0.816947
1 0.737789 1.669539
1 1.083126 5.526311
1 2.432694 2.666474
1 1.418979 3.749142
1 1.765412 4.053303
1 1.865239 1.570120
1 1.046949 5.904162
1 2.645299 0.914651
1 0.782919 3.871819
1 1.805380 4.988831
1 2.199373 4.465703
1 2.005870 2.427767
1 1.341576 0.468348
1 0.553062 4.983776
1 2.197386 1.186854
1 0.899230 4.619525
1 2.060586 5.320785
1 2.337352 4.143225
1 1.895290 4.917012
1 2.171391 3.764789
1 1.770491 3.135948
1 1.569000 2.519586
1 1.371488 4.288947
1 1.944659 3.623977
1 1.724954 5.266956
1 2.313829 4.221722
1 1.921774 4.750928
1 2.108619 2.128896
1 1.242584 3.901910
1 1.815240 1.800617
1 1.129794 3.153727
1 1.574659 6.027208
1 2.735117 1.772771
1 1.119970 0.090424
1 0.240508 5.508891
1 2.424218 5.200631
1 2.285525 1.608237
1 1.060905 5.653559
1 2.497398 5.034062
1 2.217290 4.384004
1 1.977378 5.323210
1 2.338424 0.910925
1 0.781236 4.073911
1 1.872101 2.344801
1 1.314369 0.936660
1 0.792802 3.066637
1 1.546935 0.000582
1 0.019246 3.495858
1 1.683803 0.821220
1 0.739809 4.378079
1 1.975326 6.282147
1 3.115888 1.406810
1 0.985797 0.625993
1 0.642267 3.019440
1 1.531904 4.731586
1 2.101466 3.772740
1 1.773073 4.825853
1 2.136626 4.757238
1 2.110959 1.366058
1 0.970157 0.581756
1 0.618375 0.931092
1 0.790311 3.735928
1 1.761126 1.880227
1 1.157637 2.834440
1 1.472870 5.605246
1 2.472211 3.581238
1 1.711201 3.234093
1 1.600244 5.848543
1 2.609307 2.316427
1 1.305020 1.577740
1 1.049748 2.030019
1 1.209139 0.832611
1 0.745171 1.033118
1 0.835040 3.179515
1 1.582868 5.909453
1 2.648847 1.860456
1 1.150755 3.558630
1 1.703937 0.261597
1 0.410977 4.718446
1 2.096623 2.840829
1 1.474914 6.176710
1 2.880498 1.180587
1 0.896679 6.101885
1 2.800203 0.227228
1 0.382669 5.120031
1 2.252036 4.138337
1 1.893650 4.457387
1 2.002953 0.885590
1 0.769717 5.529942
1 2.434472 0.866702
1 0.761038 2.229075
1 1.276085 3.706135
1 1.751477 3.804008
1 1.783244 2.554621
1 1.382853 2.503328
1 1.366206 1.224157
1 0.914308 3.253266
1 1.606351 1.366640
1 0.970381 4.082285
1 1.874893 4.869337
1 2.153111 0.464265
1 0.550583 5.471679
1 2.406382 1.808951
1 1.132726 4.981657
1 2.196553 3.265806
1 1.610345 4.774751
1 2.117472 0.404847
1 0.513291 5.859412
1 2.616163 2.770510
1 1.452401 5.560982
1 2.449819 1.048106
1 0.841457 3.750837
1 1.765962 1.127721
1 0.874950 3.526654
1 1.693674 3.181852
1 1.583612 1.192574
1 0.901554 0.226779
1 0.382287 3.868547
1 1.804310 0.277240
1 0.423268 3.739328
1 1.762228 2.461641
1 1.352635 4.308378
1 1.951312 3.484234
1 1.680080 0.235858
1 0.389961 5.663268
1 2.502562 4.852097
1 2.146554 6.012919
1 2.723762 0.374464
1 0.493238 4.147237
1 1.896638 3.232988
1 1.599892 6.126207
1 2.824136 0.613298
1 0.635490 3.281429
1 1.615322 3.467147
1 1.674610 2.083874
1 1.227405 1.204159
1 0.906247 0.155170
1 0.315608 0.416605
1 0.520862 2.416634
1 1.337936 1.861613
1 1.151158 4.156469
1 1.899742 1.328743
1 0.955687 1.740252
1 1.108437 0.190724
1 0.350240 1.079476
1 0.854770 3.204598
1 1.590853 0.218855
1 0.375467 2.625098
1 1.405641 5.777824
1 2.566494 1.263202
1 0.929905 6.035091
1 2.741511 2.321777
1 1.306785 3.533049
1 1.695725 3.848419
1 1.797729 1.268014
1 0.931814 5.235209
1 2.300191 4.714861
1 2.095304 5.417166
1 2.380869 2.951404
1 1.510221 4.790286
1 2.123271 3.886113
1 1.810061 0.185189
1 0.345068 2.296523
1 1.298448 0.054064
1 0.185789 3.878282
1 1.807496 0.521619
1 0.584544 1.803309
1 1.130742 4.412734
1 1.987356 4.382010
1 1.976687 3.221040
1 1.596088 0.097471
1 0.249751 4.565960
1 2.041361 3.540674
1 1.698172 0.053692
1 0.185147 3.909909
1 1.817865 4.297771
1 1.947678 1.146021
1 0.882516 3.210940
1 1.592872 6.273926
1 3.064796 1.453216
1 1.003413 1.466832
1 1.008544 4.116992
1 1.886493 3.841801
1 1.795568 3.145893
1 1.572165 0.019919
1 0.112668 1.763254
1 1.116602 3.505663
1 1.686945 2.253311
1 1.284138 2.644361
1 1.411854 2.800465
1 1.461998 0.077006
1 0.221867 6.187848
1 2.894604 6.156021
1 2.856098 5.322038
1 2.337906 0.070606
1 0.212412 5.439405
1 2.391193 6.015127
1 2.725498 6.076160
1 2.776531 1.407890
1 0.986210 6.221694
1 2.943413 3.240200
1 1.602189 1.678550
1 1.086370 6.167102
1 2.868901 3.058384
1 1.544307 5.806022
1 2.583212 3.951639
1 1.831588 1.936809
1 1.177219 5.048057
1 2.222883 0.842483
1 0.749794 3.600551
1 1.717412 1.096782
1 0.862049 5.039557
1 2.219484 2.505117
1 1.366788 6.167245
1 2.869071 5.469706
1 2.405446 0.069345
1 0.210499 3.088199
1 1.553800 4.248198
1 1.930763 3.629651
1 1.726782 0.105219
1 0.259542 2.845316
1 1.476348 6.187773
1 2.894507 4.904825
1 2.166697 6.280340
1 3.099030 2.446794
1 1.347791 6.105695
1 2.803844 1.430986
1 0.995000 4.834999
1 2.140079 1.387690
1 0.978480 6.008970
1 2.720676 3.128673
1 1.566684 5.913138
1 2.651332 0.971790
1 0.808382 2.868815
1 1.483859 5.289127
1 2.323455 6.133285
1 2.831435 0.191076
1 0.350565 0.701857
1 0.681558 2.570809
1 1.388095 4.400714
1 1.983176 3.435272
1 1.664414 0.428382
1 0.528346 5.564186
1 2.451419 4.628535
1 2.063839 5.961674
1 2.685227 6.188087
1 2.894917 3.902738
1 1.815512 3.143508
1 1.571406 3.914403
1 1.819340 4.415002
1 1.988146 4.807959
1 2.129893 5.600389
1 2.469723 3.628012
1 1.726254 3.974903
1 1.839260 3.364323
1 1.641753 1.788601
1 1.125561 2.263688
1 1.287580 1.117554
1 0.870726 2.294220
1 1.297687 5.327844
1 2.340477 3.409924
1 1.656313 1.658555
1 1.079164 3.124376
1 1.565316 2.809235
1 1.464805 2.956574
1 1.511869 3.708822
1 1.752347 4.974992
1 2.193938 4.348582
1 1.965134 0.599350
1 0.627972 1.333392
1 0.957498 4.488369
1 2.013841 0.102879
1 0.256623 1.209133
1 0.908257 2.071098
1 1.223083 0.101407
1 0.254770 1.603595
1 1.059211 3.034820
1 1.536803 5.598930
1 2.468977 4.239285
1 1.927734 4.625143
1 2.062614 5.493214
1 2.416660 5.608242
1 2.473749 3.670227
1 1.739870 3.468893
1 1.675169 0.017126
1 0.104464 5.092583
1 2.240839 1.497779
1 1.020145 2.733761
1 1.440612 3.671231
1 1.740195 1.509067
1 1.024356 3.952942
1 1.832018 4.979409
1 2.195670 3.178915
1 1.582677 2.100402
1 1.232987 2.520982
1 1.371942 2.634436
1 1.408654 5.649271
1 2.495129 2.089336
1 1.229251 5.035623
1 2.217913 5.499888
1 2.419870 4.683858
1 2.083940 5.855213
1 2.613505 1.313511
1 0.949738 3.348993
1 1.636862 1.748913
1 1.111516 1.247442
1 0.923631 5.045311
1 2.221784 4.953491
1 2.185535 1.119419
1 0.871502 2.219384
1 1.272860 4.197162
1 1.913461 0.384376
1 0.499861 1.091062
1 0.859648 3.137955
1 1.569639 4.842795
1 2.143028 0.467657
1 0.552643 5.933746
1 2.665451 1.761027
1 1.115813 3.777255
1 1.774541 5.299648
1 2.328053 0.756843
1 0.708883 3.090691
1 1.554593 2.158813
1 1.252627 4.051180
1 1.864533 3.579195
1 1.710544 0.309037
1 0.447272 4.071583
1 1.871325 0.926904
1 0.788433 2.451237
1 1.349241 5.375944
1 2.362023 1.279891
1 0.936516 3.793392
1 1.779789 0.062049
1 0.199078 6.124843
1 2.822747 2.808040
1 1.464423 1.721974
1 1.101926 0.864674
1 0.760102 5.858893
1 2.615834 0.335002
1 0.466016 0.651455
1 0.655677 3.691879
1 1.746866 2.952621
1 1.510608 0.097528
1 0.249824 5.520339
1 2.429779 2.820572
1 1.468434 5.005428
1 2.205920 0.653714
1 0.656855 3.961895
1 1.834969 4.663903
1 2.076664 3.474278
1 1.676892 2.544384
1 1.379535 0.100098
1 0.253112 4.732357
1 2.101750 4.169267
1 1.904050 2.792190
1 1.459347 5.504835
1 2.422257 6.149298
1 2.848595 5.428945
1 2.386323 6.153097
1 2.852812 0.162557
1 0.323098 5.197834
1 2.284347 4.879884
1 2.157136 1.799515
1 1.129406 3.472206
1 1.676229 5.432208
1 2.387840 4.434127
1 1.994815 5.797665
1 2.578211 1.713545
1 1.098916 3.713693
1 1.753923 5.162584
1 2.269599 3.036620
1 1.537376 4.434239
1 1.994854 1.399585
1 0.983036 4.862102
1 2.150356 4.530673
1 2.028800 1.096152
1 0.861785 0.724698
1 0.693018 3.180165
1 1.583075 4.260712
1 1.935023 0.331430
1 0.463479 3.448191
1 1.668545 3.937194
1 1.826832 4.193899
1 1.912359 2.090807
1 1.229748 4.615984
1 2.059309 2.353718
1 1.317302 0.003620
1 0.048011 4.294779
1 1.946654 1.125434
1 0.874001 2.781759
1 1.456006 6.117487
1 2.815361 4.849244
1 2.145472 2.044592
1 1.214094 0.725480
1 0.693407 3.761883
1 1.769547 4.560059
1 2.039256 4.909530
1 2.168508 3.684899
1 1.744610 5.023370
1 2.213034 0.621303
1 0.639770 5.868917
1 2.622227 5.448741
1 2.395561 5.845956
1 2.607686 2.816885
1 1.467254 5.874818
1 2.626024 4.090457
1 1.877621 3.977965
1 1.840271 4.563181
1 2.040369 0.816266
1 0.737467 2.791620
1 1.459165 2.219100
1 1.272765 5.711156
1 2.528578 5.458783
1 2.400283 4.972983
1 2.193150 1.987852
1 1.194749 2.137755
1 1.245561 1.996444
1 1.197687 2.024955
1 1.207415 3.680129
1 1.743069 0.246607
1 0.398864 4.102621
1 1.881685 1.077377
1 0.853884 5.623789
1 2.481781 1.064956
1 0.848627 4.201099
1 1.914792 3.725751
1 1.757828 0.477108
1 0.558348 1.413703
1 0.988427 3.386207
1 1.648738 5.172557
1 2.273753 1.012864
1 0.826308 2.051261
1 1.216358 5.983030
1 2.700903 0.692205
1 0.676667 3.715611
1 1.754544 5.975544
1 2.695350 0.543913
1 0.597282 5.797414
1 2.578062 3.781932
1 1.776061 2.234886
1 1.278018 0.841193
1 0.749191 0.765516
1 0.713114 4.354532
1 1.967186 0.074968
1 0.218900 3.347224
1 1.636298 3.438985
1 1.665601 0.001365
1 0.029485 4.100000
1 1.880809 1.002641
1 0.821875 6.166614
1 2.868325 1.143340
1 0.881410 2.127683
1 1.242176 2.365133
1 1.321053 3.356533
1 1.639267 2.814261
1 1.466414 5.751743
1 2.551406 2.737986
1 1.441968 5.564114
1 2.451383 3.412892
1 1.657261 1.276550
1 0.935195 4.182683
1 1.908572 2.081172
1 1.226491 6.040835
1 2.746231 4.605269
1 2.055451 4.478101
1 2.010227 3.459174
1 1.672059 0.030668
1 0.139842 0.215737
1 0.372751 0.488629
1 0.565232 0.272154
1 0.419309 6.222512
1 2.944740 4.417914
1 1.989160 3.473246
1 1.676562 4.063066
1 1.868488 2.287262
1 1.295386 1.481857
1 1.014187 5.313469
1 2.334124 0.567411
1 0.610454 4.877819
1 2.156347 4.789867
1 2.123115 3.133357
1 1.568175 2.960690
1 1.513181 3.772412
1 1.772967 5.586247
1 2.462523 4.700775
1 2.090132 1.154090
1 0.885837 0.604901
1 0.630973 0.375447
1 0.493898 1.811913
1 1.133767 4.513842
1 2.022835 0.972409
1 0.808654 0.708512
1 0.684914 1.324675
1 0.954101 2.490648
1 1.362082 1.747213
1 1.110912 4.088148
1 1.876850 2.873751
1 1.485436 0.294403
1 0.436378 3.165473
1 1.578398 2.369390
1 1.322452 5.797760
1 2.578268 3.322437
1 1.628393 1.535643
1 1.034228 4.502419
1 2.018797 3.759288
1 1.768704 4.927304
1 2.175368 0.813102
1 0.735967 6.154888
1 2.854820 5.132643
1 2.257215 2.477235
1 1.357716 2.497620
1 1.364350 5.825206
1 2.594846 5.924885
1 2.659334 3.625039
1 1.725296 4.266967
1 1.937155 4.928526
1 2.175841 2.503254
1 1.366182 6.272570
1 3.059361 3.794498
1 1.780148 6.081289
1 2.781132 5.937002
1 2.667717 6.218140
1 2.937747 0.054798
1 0.187049 3.647588
1 1.732564 6.250908
1 2.998122 4.147561
1 1.896747 2.394849
1 1.330803 0.143002
1 0.302882 3.263052
1 1.609468 2.467491
1 1.354542 2.106407
1 1.235012 2.911640
1 1.497535 2.481586
1 1.359133 0.225756
1 0.381413 5.516804
1 2.428058 6.247333
1 2.990371 0.614642
1 0.636210 0.735041
1 0.698155 1.088786
1 0.858691 2.589906
1 1.394274 4.924393
1 2.174242 2.164632
1 1.254576 1.320582
1 0.952502 2.810423
1 1.465186 4.080236
1 1.874210 1.845293
1 1.145462 0.034624
1 0.148603 3.871583
1 1.805303 1.031757
1 0.834455 5.434496
1 2.388904 5.190627
1 2.281316 3.131691
1 1.567644 0.085439
1 0.233754 3.412836
1 1.657244 0.345283
1 0.473247 3.789156
1 1.778410 4.257719
1 1.934004 0.284191
1 0.428622 1.175013
1 0.894407 0.399870
1 0.510056 3.893079
1 1.812344 4.177520
1 1.906831 3.260985
1 1.608809 5.426815
1 2.385335 1.765394
1 1.117360 1.778702
1 1.122067 5.538050
1 2.438454 5.190886
1 2.281425 1.195140
1 0.902595 5.665973
1 2.504007 0.055350
1 0.187992 0.360746
1 0.483935 6.061465
1 2.763646 5.768183
1 2.560876 2.594621
1 1.395798 2.494818
1 1.363439 2.711484
1 1.433457 6.245868
1 2.987308 1.134155
1 0.877615 4.844095
1 2.143520 3.471950
1 1.676147 1.124470
1 0.873601 5.428258
1 2.386004 0.885284
1 0.769577 0.392778
1 0.505412 4.073314
1 1.871902 4.888124
1 2.160288 2.060055
1 1.219342 3.001281
1 1.526119 1.120312
1 0.871873 4.658670
1 2.074760 3.490867
1 1.682204 4.906215
1 2.167232 4.524235
1 2.026516 5.998461
1 2.712562 2.421677
1 1.339586 4.939290
1 2.180013 1.203872
1 0.906131 1.619891
1 1.065150 0.459037
1 0.547394 5.566358
1 2.452505 3.429414
1 1.662541 2.502155
1 1.365825 0.362447
1 0.485098 3.243133
1 1.603123 0.712155
1 0.686745 5.999721
1 2.713527 4.757836
1 2.111181 5.131884
1 2.256903 2.298059
1 1.298956 0.742671
1 0.701925 3.667185
1 1.738888 2.609291
1 1.400538 4.000366
1 1.847677 4.069020
1 1.870471 1.824151
1 1.138062 2.842766
1 1.475533 1.023416
1 0.830866 3.469664
1 1.675416 0.404654
1 0.513166 2.610205
1 1.400833 0.512638
1 0.579343 1.654952
1 1.077863 5.399420
1 2.372711 0.011010
1 0.083746 2.835261
1 1.473133 0.554604
1 0.603307 3.268767
1 1.611288 4.271236
1 1.938611 1.275447
1 0.934759 4.498310
1 2.017347 3.816028
1 1.787160 3.517881
1 1.690861 0.248684
1 0.400563 1.307934
1 0.947553 3.859500
1 1.801350 5.290348
1 2.323987 1.531107
1 1.032547 3.663798
1 1.737795 2.237704
1 1.278955 4.233833
1 1.925882 0.961855
1 0.804000 5.547231
1 2.442985 2.410400
1 1.335896 3.897580
1 1.813820 4.418818
1 1.989475 6.105100
1 2.803273 3.997520
1 1.846735 0.214532
1 0.371697 5.379463
1 2.363618 3.879428
1 1.807871 0.937119
1 0.793007 4.490772
1 2.014688 2.788348
1 1.458117 3.775893
1 1.774098 1.259642
1 0.928490 2.745636
1 1.444423 2.192485
1 1.263891 4.491086
1 2.014798 1.772886
1 1.120011 2.032179
1 1.209874 5.713977
1 2.530141 2.607921
1 1.400096 6.118051
1 2.815921 1.757379
1 1.114519 5.294126
1 2.325637 2.189667
1 1.262950 1.120230
1 0.871839 3.280799
1 1.615122 5.446045
1 2.394298 4.522138
1 2.025773 2.157381
1 1.252147 5.131430
1 2.256716 0.936327
1 0.792653 3.744565
1 1.763927 2.527320
1 1.374000 2.340625
1 1.312994 6.145670
1 2.844623 0.990871
1 0.816747 3.135704
1 1.568922 4.707565
1 2.092623 2.181197
1 1.260119 3.274462
1 1.613103 5.742364
1 2.546063 2.193733
1 1.264307 0.339641
1 0.469291 3.205874
1 1.591259 2.803885
1 1.463093 1.012821
1 0.826290 1.333608
1 0.957581 1.820545
1 1.136797 5.064849
1 2.229626 0.322532
1 0.457103 4.687097
1 2.085124 3.746043
1 1.764406 2.221471
1 1.273555 1.572274
1 1.047741 4.423025
1 1.990941 1.418471
1 0.990243 1.837937
1 1.142891 2.076664
1 1.224967 5.677928
1 2.510428 6.203679
1 2.916138 2.062328
1 1.220112 3.490911
1 1.682218 5.644964
1 2.492856 5.103490
1 2.245276 2.597720
1 1.396800 4.312488
1 1.952721 3.445197
1 1.667588 3.867039
1 1.803816 0.057070
1 0.190899 4.132448
1 1.891673 6.005583
1 2.718045 2.746907
1 1.444831 4.712015
1 2.094258 1.569809
1 1.046835 0.682074
1 0.671500 3.079762
1 1.551114 0.685047
1 0.673020 2.784944
1 1.457026 3.103653
1 1.558720 0.098011
1 0.250446 1.077699
1 0.854020 4.741196
1 2.105016 1.929414
1 1.174669 0.145367
1 0.305395 5.301188
1 2.328728 1.494034
1 1.018746 2.624086
1 1.405315 1.344019
1 0.961628 0.884472
1 0.769205 5.585584
1 2.462187 6.118346
1 2.816215 0.426560
1 0.527195 0.083128
1 0.230556 2.265054
1 1.288033 5.234372
1 2.299834 3.208416
1 1.592068 1.548303
1 1.038910 3.663220
1 1.737608 5.083057
1 2.236977 4.760921
1 2.112327 0.443412
1 0.537761 0.566681
1 0.610049 5.184046
1 2.278556 5.607925
1 2.473586 4.620434
1 2.060914 1.752804
1 1.112897 3.804680
1 1.783463 1.279902
1 0.936520 3.967716
1 1.836889 1.956171
1 1.183883 3.742681
1 1.763316 2.272195
1 1.290399 5.867975
1 2.621624 2.186126
1 1.261767 4.433643
1 1.994646 3.950481
1 1.831207 1.315956
1 0.950694 0.464308
1 0.550609 6.187611
1 2.894296 2.177507
1 1.258885 4.088727
1 1.877043 0.044232
1 0.168005 1.998900
1 1.198527 5.599745
1 2.469394 5.372889
1 2.360641 0.203282
1 0.361709 4.784208
1 2.121000 2.266240
1 1.288425 0.023314
1 0.121903 2.277299
1 1.292089 3.680429
1 1.743165 5.288963
1 2.323383 3.378774
1 1.646365 5.913783
1 2.651769 5.526572
1 2.432822 0.766657
1 0.713668 4.672125
1 2.079658 3.442673
1 1.666780 5.428683
1 2.386202 1.749568
1 1.111748 5.959484
1 2.683647 0.793339
1 0.726547 0.728812
1 0.695065 3.223642
1 1.596917 6.135168
1 2.833404 0.416106
1 0.520543 0.309022
1 0.447261 3.825710
1 1.790317 2.881347
1 1.487862 2.284035
1 1.294318 3.801003
1 1.782266 2.309159
1 1.302621 5.075591
1 2.233957 4.943574
1 2.181676 4.091702
1 1.878037 6.062546
1 2.764580 5.086747
1 2.238471 3.941001
1 1.828085 5.344549
1 2.347908 1.423686
1 0.992227 1.527628
1 1.031257 1.755557
1 1.113873 6.088139
1 2.787366 1.687674
1 1.089649 2.435728
1 1.344178 2.328889
1 1.309129 3.678497
1 1.742541 4.235932
1 1.926595 4.819162
1 2.134105 5.397689
1 2.371919 2.327762
1 1.308757 3.584549
1 1.712265 2.337616
1 1.312004 5.835347
1 2.601087 0.431956
1 0.530599 2.812395
1 1.465817 5.800320
1 2.579795 2.353297
1 1.317163 5.490530
1 2.415373 4.488252
1 2.013800 4.418985
1 1.989533 2.625354
1 1.405724 3.804639
1 1.783450 0.587869
1 0.621724 3.142781
1 1.571174 4.257707
1 1.933999 0.077658
1 0.222808 4.576037
1 2.044964 3.275350
1 1.613385 1.816147
1 1.135254 0.266883
1 0.415168 5.594669
1 2.466803 1.736147
1 1.106977 0.308884
1 0.447159 1.496559
1 1.019690 1.075965
1 0.853288 0.737833
1 0.699537 4.030348
1 1.857612 5.323831
1 2.338699 5.063902
1 2.229244 3.258129
1 1.607899 1.406806
1 0.985796 0.569394
1 0.611555 0.506203
1 0.575591 0.322512
1 0.457089 4.361463
1 1.969579 3.474401
1 1.676932 4.618860
1 2.060347 0.433927
1 0.531838 4.519496
1 2.024837 1.746881
1 1.110794 4.794499
1 2.124847 5.581707
1 2.460226 3.787949
1 1.778018 2.833649
1 1.472617 4.885004
1 2.159093 6.159909
1 2.860525 1.545048
1 1.037708 5.502372
1 2.421068 2.453538
1 1.349992 0.073347
1 0.216511 1.238408
1 0.920022 4.009108
1 1.850570 0.192540
1 0.351920 0.178459
1 0.338678 2.285165
1 1.294692 3.947616
1 1.830263 3.434461
1 1.664155 5.650938
1 2.496010 4.972553
1 2.192982 1.054282
1 0.844090 0.738412
1 0.699823 1.205550
1 0.906810 4.688643
1 2.085689 4.596040
1 2.052134 0.169530
1 0.330017 3.010689
1 1.529116 2.157343
1 1.252134 4.480703
1 2.011142 3.201098
1 1.589738 4.214368
1 1.919282 0.534321
1 0.591831 1.656684
1 1.078488 3.086307
1 1.553198 3.872300
1 1.805538 0.516883
1 0.581807 3.894908
1 1.812944 3.493805
1 1.683145 4.009648
1 1.850750 2.997545
1 1.524928 1.160620
1 0.888518 3.526858
1 1.693740 0.329327
1 0.461980 5.803111
1 2.581466 5.286647
1 2.322374 2.149805
1 1.249606 3.458531
1 1.671853 1.776675
1 1.121350 2.886700
1 1.489572 4.289355
1 1.944799 4.198966
1 1.914071 5.575845
1 2.457269 5.804238
1 2.582141 5.374841
1 2.361524 1.598174
1 1.057231 6.175672
1 2.879221 2.582528
1 1.391888 0.304948
1 0.444253 4.472348
1 2.008204 1.015177
1 0.827309 3.236661
1 1.601062 5.029778
1 2.215583 1.512155
1 1.025506 5.591568
1 2.465225 6.158684
1 2.859123 6.084382
1 2.783934 1.368073
1 0.970934 3.031343
1 1.535696 3.720440
1 1.756108 5.453056
1 2.397587 2.966295
1 1.514968 3.720752
1 1.756209 4.426775
1 1.992249 1.610169
1 1.061610 0.426847
1 0.527376 4.898347
1 2.164208 4.223855
1 1.922497 2.901768
1 1.494384 6.221631
1 2.943312 2.180735
1 1.259965 1.793874
1 1.127420 2.920789
1 1.500454 5.464264
1 2.402870 2.852108
1 1.478520 0.962920
1 0.804470 4.599269
1 2.053294 4.166369
1 1.903074 4.354383
1 1.967135 3.861661
1 1.802057 3.910019
1 1.817901 6.134489
1 2.832693 1.572806
1 1.047936 0.788077
1 0.724022 0.248838
1 0.400689 3.897907
1 1.813927 3.631820
1 1.727481 5.144042
1 2.261915 5.576210
1 2.457453 5.659509
1 2.500558 4.508351
1 2.020893 2.932531
1 1.504201 1.752109
1 1.112650 4.682659
1 2.083502 4.547539
1 2.034794 1.829905
1 1.140079 5.304121
1 2.330014 0.537031
1 0.593376 3.234046
1 1.600229 5.057964
1 2.226857 3.993912
1 1.845542 2.414880
1 1.337362 3.800803
1 1.782201 5.237903
1 2.301342 6.016698
1 2.726737 1.066512
1 0.849287 5.230535
1 2.298198 1.556874
1 1.042073 3.196166
1 1.588168 3.007979
1 1.528253 0.590307
1 0.623055 0.139880
1 0.299532 1.050756
1 0.842587 4.305173
1 1.950213 6.164665
1 2.866036 6.079086
1 2.779149 0.321313
1 0.456223 3.048725
1 1.541231 0.545145
1 0.597979 1.375607
1 0.973837 3.991212
1 1.844649 1.008154
1 0.824268 4.569399
1 2.042590 4.805073
1 2.128810 1.077374
1 0.853883 5.573385
1 2.456031 2.156767
1 1.251941 1.088062
1 0.858387 2.994481
1 1.523952 6.217311
1 2.936448 4.975226
1 2.194030 1.999309
1 1.198667 6.200896
1 2.912208 5.544196
1 2.441485 1.672898
1 1.084336 5.419872
1 2.382119 4.450924
1 2.000689 5.352508
1 2.351467 3.233479
1 1.600049 1.812011
1 1.133801 6.157452
1 2.857719 4.233576
1 1.925795 2.922009
1 1.500844 0.834646
1 0.746126 3.823584
1 1.789623 4.837559
1 2.141047 0.439203
1 0.535140 5.225526
1 2.296065 5.340232
1 2.345982 4.267254
1 1.937252 3.459133
1 1.672046 5.626983
1 2.483442 4.489404
1 2.014206 4.917393
1 2.171538 3.884718
1 1.809604 1.869696
1 1.153974 1.766946
1 1.117909 2.724295
1 1.437573 1.660594
1 1.079900 5.980539
1 2.699047 2.798998
1 1.461528 0.556983
1 0.604640 5.544416
1 2.441593 5.355627
1 2.352866 5.397829
1 2.371983 4.690844
1 2.086494 3.888713
1 1.810913 6.193972
1 2.902708 2.267060
1 1.288697 1.246219
1 0.923143 3.338291
1 1.633448 4.097779
1 1.880066 1.372926
1 0.972804 2.906775
1 1.495982 2.396671
1 1.331400 5.627453
1 2.483686 6.104729
1 2.802918 4.054128
1 1.865513 2.867229
1 1.483352 3.764012
1 1.770238 2.641613
1 1.410968 0.603258
1 0.630086 4.176040
1 1.906332 3.521004
1 1.691862 2.467864
1 1.354663 2.079598
1 1.225959 4.731940
1 2.101596 3.448770
1 1.668731 1.099020
1 0.862987 4.951829
1 2.184888 4.609672
1 2.057035 3.080363
1 1.551305 4.506194
1 2.020131 4.375657
1 1.974487 3.267012
1 1.610729 6.195575
1 2.904875 4.088452
1 1.876951 1.691637
1 1.091071 6.206348
1 2.919969 2.929807
1 1.503332 6.219632
1 2.940107 6.279088
1 3.090517 0.257717
1 0.407874 2.328696
1 1.309065 0.434306
1 0.532075 4.597233
1 2.052562 1.363905
1 0.969326 2.098053
1 1.232194 0.738406
1 0.699820 1.106463
1 0.866101 4.383009
1 1.977033 1.173437
1 0.893763 5.321643
1 2.337731 5.989023
1 2.705396 0.883361
1 0.768697 5.769374
1 2.561567 3.751476
1 1.766169 5.582483
1 2.460618 4.265368
1 1.936610 3.185470
1 1.584763 5.448850
1 2.395612 1.389359
1 0.979120 2.635556
1 1.409015 5.621561
1 2.480625 1.320516
1 0.952477 1.709946
1 1.097630 6.064712
1 2.766457 3.783622
1 1.776610 5.492812
1 2.416468 5.140749
1 2.260555 0.481156
1 0.560775 0.335903
1 0.466654 3.220856
1 1.596029 3.293381
1 1.619131 3.275298
1 1.613369 0.943594
1 0.795896 0.225962
1 0.381589 2.699145
1 1.429491 6.210146
1 2.925539 3.941440
1 1.828230 0.165766
1 0.326300 2.586002
1 1.393011 2.148181
1 1.249062 1.294491
